상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류명,시도명,시군구명,행정동명,법정동명,행정동코드,법정동코드,지번주소,도로명주소,신우편번호,경도,위도
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,천지동,서귀동,5013054000,5013010100,제주특별자치도 서귀포시 서귀동 310-4,제주특별자치도 서귀포시 서문로29번길 15,63592,126.559443,33.24888721
세븐일레븐제주대기고점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,봉개동,봉개동,5011062000,5011011600,제주특별자치도 제주시 봉개동 1812-20,제주특별자치도 제주시 번영로 479,63328,126.5933366,33.49146336
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 1373-1,제주특별자치도 제주시 신대로22길 25,63136,126.492481,33.48213618
코리아세븐서귀포위너스카트클,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,표선면,표선면,5013032000,5013032022,제주특별자치도 서귀포시 표선면 하천리 285-2,제주특별자치도 서귀포시 표선면 일주동로 5681,63627,126.8435091,33.338141
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,구좌읍,구좌읍,5011025600,5011025633,제주특별자치도 제주시 구좌읍 평대리 128-1,제주특별자치도 제주시 구좌읍 일주동로 3103,63360,126.8514647,33.52377004
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 1057-3,제주특별자치도 제주시 중앙로 279,63210,126.5333437,33.49554612
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,정방동,서귀동,5013052000,5013010100,제주특별자치도 서귀포시 서귀동 494,제주특별자치도 서귀포시 중앙로 14,63595,126.5623991,33.2459461
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 1481-1,제주특별자치도 제주시 과원북4길 82,63139,126.4902005,33.48087326
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 1518-8,제주특별자치도 제주시 연화로1길 32,63140,126.4903563,33.47808931
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 2529-10,제주특별자치도 제주시 정존7길 37,63102,126.4731343,33.48592931
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,화북동,화북일동,5011060000,5011011100,제주특별자치도 제주시 화북일동 10-2,제주특별자치도 제주시 동화로1길 9,63302,126.574325,33.5195647
코리아세븐제주,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 253-13,제주특별자치도 제주시 연동4길 6-3,63132,126.4875758,33.4851778
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 293-19,제주특별자치도 제주시 노연로 131,63123,126.4943517,33.48594551
혼저옵서편의점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025921,제주특별자치도 서귀포시 성산읍 성산리 131-2,제주특별자치도 서귀포시 성산읍 일출로 276,63643,126.9346558,33.46221992
씨유제주혜성대유아파트,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,일도2동,일도이동,5011052000,5011010200,제주특별자치도 제주시 일도이동 46-1,제주특별자치도 제주시 연수로 40,63257,126.5452342,33.50584706
코리아세븐제주한림읍사무소점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,한림읍,한림읍,5011025000,5011025024,제주특별자치도 제주시 한림읍 한림리 905-4,제주특별자치도 제주시 한림읍 한림상로 142,63028,126.2677504,33.41134892
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,남원읍,남원읍,5013025300,5013025325,제주특별자치도 서귀포시 남원읍 의귀리 794,제주특별자치도 서귀포시 남원읍 한신로 247-3,63618,126.7169073,33.31172421
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,남원읍,남원읍,5013025300,5013025327,제주특별자치도 서귀포시 남원읍 위미리 181-1,제주특별자치도 서귀포시 남원읍 태위로 369,63610,126.6866952,33.2755148
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,한림읍,한림읍,5011025000,5011025034,제주특별자치도 제주시 한림읍 월림리 285-1,제주특별자치도 제주시 한림읍 중산간서로 3877,63017,126.2559833,33.34979805
코리아세븐제주,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 1011-6,제주특별자치도 제주시 중앙로 270-4,63206,126.5319191,33.4957907
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 1994-2,제주특별자치도 제주시 남광로 24,63231,126.5386387,33.49294002
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,이도2동,도남동,5011054000,5011012900,제주특별자치도 제주시 도남동 75-4,제주특별자치도 제주시 연삼로 350,63221,126.5300862,33.4921807
세븐일레븐제주전농로점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,삼도2동,삼도이동,5011056000,5011010600,제주특별자치도 제주시 삼도이동 594-3,제주특별자치도 제주시 전농로 79,63178,126.5217404,33.50459524
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,표선면,표선면,5013032000,5013032021,제주특별자치도 서귀포시 표선면 표선리 1466-2,제주특별자치도 서귀포시 표선면 표선동서로 138,63629,126.8286717,33.31668717
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 923,제주특별자치도 제주시 원노형남1길 8,63084,126.481443,33.48393978
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 1180-13,제주특별자치도 제주시 중앙로 247,63209,126.5313662,33.49794793
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025924,제주특별자치도 제주시 조천읍 함덕리 261-10,제주특별자치도 제주시 조천읍 신북로 643,63333,126.6781867,33.54072298
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 312-12,제주특별자치도 제주시 선덕로3길 44,63122,126.4997745,33.48843651
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,대륜동,법환동,5013059000,5013010200,제주특별자치도 서귀포시 법환동 1219,제주특별자치도 서귀포시 이어도로 916,63573,126.5126933,33.23732826
행운편의점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,외도동,외도일동,5011067000,5011012300,제주특별자치도 제주시 외도일동 550-10,제주특별자치도 제주시 우정로11길 12,63070,126.4321962,33.48764496
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,대정읍,대정읍,5013025000,5013025022,제주특별자치도 서귀포시 대정읍 하모리 2133-5,제주특별자치도 서귀포시 대정읍 최남단해안로 44,63506,126.2521728,33.21665706
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 1271-10,제주특별자치도 제주시 월랑로4길 35,63097,126.4804169,33.48971526
비지에프리테일서귀아랑조을거리점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,천지동,서귀동,5013054000,5013010100,제주특별자치도 서귀포시 서귀동 310-4,제주특별자치도 서귀포시 서문로29번길 15,63592,126.559443,33.24888721
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,한림읍,한림읍,5011025000,5011025031,제주특별자치도 제주시 한림읍 협재리 12,제주특별자치도 제주시 한림읍 명재로 100-47,63015,126.2603156,33.3906537
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 810,제주특별자치도 제주시 진군길 22,63087,126.4807584,33.48001858
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025924,제주특별자치도 제주시 조천읍 함덕리 1002-16,제주특별자치도 제주시 조천읍 함덕13길 2,63333,126.6678928,33.54149622
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025923,제주특별자치도 제주시 조천읍 조천리 3356,제주특별자치도 제주시 조천읍 조천우회로 223,63335,126.633254,33.52797361
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025927,제주특별자치도 서귀포시 성산읍 신산리 1041-4,제주특별자치도 서귀포시 성산읍 일주동로 5115,63634,126.8763118,33.38017913
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 1514-13,제주특별자치도 제주시 연화로2길 1,63140,126.4877301,33.47753438
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 1083-14,제주특별자치도 제주시 오복4길 38,63223,126.5379079,33.49352644
세븐일레븐한림점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,한림읍,한림읍,5011025000,5011025024,제주특별자치도 제주시 한림읍 한림리 905-19,제주특별자치도 제주시 한림읍 한림상로 134-5,63028,126.2676431,33.41079749
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025924,제주특별자치도 서귀포시 성산읍 고성리 1197-8,제주특별자치도 서귀포시 성산읍 고성오조로 73,63640,126.9144635,33.45021533
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,용담2동,용담이동,5011058000,5011010900,제주특별자치도 제주시 용담이동 599-8,제주특별자치도 제주시 용담로 68,63156,126.5099929,33.51250551
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 314-90,제주특별자치도 제주시 선덕로 26,63134,126.4994928,33.48543087
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 722-3,제주특별자치도 제주시 연북로 45,63084,126.4863256,33.48220539
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 262-38,제주특별자치도 제주시 노연로 75,63131,126.4882693,33.48613291
GS25노형신도시점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 3787-2,제주특별자치도 제주시 노형11길 12,63083,126.4780431,33.48394314
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,한경면,한경면,5011031000,5011031022,제주특별자치도 제주시 한경면 용수리 4240,제주특별자치도 제주시 한경면 한경해안로 156,63009,126.1660765,33.32397193
